naslov,ESRB_deskriptor 
Aliens Versus Predator 2,Strong Language
Aliens Versus Predator 2,Violence
Rumble Racing,Comic Mischief
Rumble Racing,Language
Metal Slug X,Violence
Tropico,Suggestive Themes
Tropico,Violence
Giants: Citizen Kabuto,Animated Blood
Giants: Citizen Kabuto,Blood
Giants: Citizen Kabuto,Violence
Dead or Alive 4,Blood
Dead or Alive 4,Nudity
Dead or Alive 4,Partial Nudity
Dead or Alive 4,Sexual Themes
Dead or Alive 4,Violence
Pure,Mild Violence
Pure,Violence
Crysis 2,Blood
Crysis 2,Language
Crysis 2,Nudity
Crysis 2,Partial Nudity
Crysis 2,Strong Language
Crysis 2,Violence
The Lord of the Rings Online: Mines of Moria,Blood
The Lord of the Rings Online: Mines of Moria,Blood and Gore
The Lord of the Rings Online: Mines of Moria,Use of Alcohol
The Lord of the Rings Online: Mines of Moria,Violence
SoulCalibur IV,Language
SoulCalibur IV,Nudity
SoulCalibur IV,Partial Nudity
SoulCalibur IV,Sexual Themes
SoulCalibur IV,Violence
Kingdom Hearts,Violence
Hotline Miami,Blood
Hotline Miami,Blood and Gore
Hotline Miami,Crude Humor
Hotline Miami,Drug Reference
Hotline Miami,Intense Violence
Hotline Miami,Language
Hotline Miami,Nudity
Hotline Miami,Partial Nudity
Hotline Miami,Strong Language
Hotline Miami,Use of Tobacco
Hotline Miami,Violence
SoulCalibur IV,Language
SoulCalibur IV,Nudity
SoulCalibur IV,Partial Nudity
SoulCalibur IV,Sexual Themes
SoulCalibur IV,Violence
Project Gotham Racing,Lyrics
Fable,Blood
Fable,Language
Fable,Sexual Themes
Fable,Strong Language
Fable,Violence
Forza Horizon,Drug Reference
Forza Horizon,Language
Forza Horizon,Suggestive Themes
Shadow Hearts: Covenant,Language
Shadow Hearts: Covenant,Nudity
Shadow Hearts: Covenant,Partial Nudity
Shadow Hearts: Covenant,Suggestive Themes
Shadow Hearts: Covenant,Violence
Syphon Filter: Logan's Shadow,Language
Syphon Filter: Logan's Shadow,Violence
NHL 2004,Violence
Monkey Island 2 Special Edition: LeChuck's Revenge,Animated Blood
Monkey Island 2 Special Edition: LeChuck's Revenge,Blood
Monkey Island 2 Special Edition: LeChuck's Revenge,Comic Mischief
Monkey Island 2 Special Edition: LeChuck's Revenge,Language
Monkey Island 2 Special Edition: LeChuck's Revenge,Use of Alcohol
Monkey Island 2 Special Edition: LeChuck's Revenge,Violence
Assassin's Creed III,Blood
Assassin's Creed III,Intense Violence
Assassin's Creed III,Language
Assassin's Creed III,Sexual Themes
Assassin's Creed III,Strong Language
Assassin's Creed III,Violence
Fire Emblem: The Sacred Stones,Fantasy Violence
Fire Emblem: The Sacred Stones,Violence
Dark Souls: Prepare to Die Edition,Blood
Dark Souls: Prepare to Die Edition,Blood and Gore
Dark Souls: Prepare to Die Edition,Nudity
Dark Souls: Prepare to Die Edition,Partial Nudity
Dark Souls: Prepare to Die Edition,Violence
Medieval II: Total War Kingdoms,Alcohol Reference
Medieval II: Total War Kingdoms,Blood
Medieval II: Total War Kingdoms,Language
Medieval II: Total War Kingdoms,Sexual Themes
Medieval II: Total War Kingdoms,Tobacco Reference
Medieval II: Total War Kingdoms,Violence
Call of Duty: World at War,Blood
Call of Duty: World at War,Blood and Gore
Call of Duty: World at War,Intense Violence
Call of Duty: World at War,Language
Call of Duty: World at War,Strong Language
Call of Duty: World at War,Violence
DmC: Devil May Cry,Blood
DmC: Devil May Cry,Blood and Gore
DmC: Devil May Cry,Drug Reference
DmC: Devil May Cry,Fantasy Violence
DmC: Devil May Cry,Intense Violence
DmC: Devil May Cry,Language
DmC: Devil May Cry,Nudity
DmC: Devil May Cry,Sexual Content
DmC: Devil May Cry,Strong Language
DmC: Devil May Cry,Use of Tobacco
DmC: Devil May Cry,Violence
Viewtiful Joe 2,Violence
Tony Hawk's Underground,Blood
Tony Hawk's Underground,Language
Tony Hawk's Underground,Mild Violence
Tony Hawk's Underground,Strong Language
Tony Hawk's Underground,Suggestive Themes
Tony Hawk's Underground,Violence
WWE SmackDown! Here Comes the Pain,Language
WWE SmackDown! Here Comes the Pain,Mild Violence
WWE SmackDown! Here Comes the Pain,Sexual Themes
WWE SmackDown! Here Comes the Pain,Violence
Tony Hawk's Pro Skater 4,Animated Blood
Tony Hawk's Pro Skater 4,Blood
Hot Shots Golf 3,Language
Indigo Prophecy,Blood
Indigo Prophecy,Language
Indigo Prophecy,Nudity
Indigo Prophecy,Partial Nudity
Indigo Prophecy,Sexual Themes
Indigo Prophecy,Strong Language
Indigo Prophecy,Use of Drugs
Indigo Prophecy,Use of Alcohol
Indigo Prophecy,Violence
Prince of Persia: The Two Thrones,Blood
Prince of Persia: The Two Thrones,Blood and Gore
Prince of Persia: The Two Thrones,Intense Violence
Prince of Persia: The Two Thrones,Nudity
Prince of Persia: The Two Thrones,Violence
Marvel vs. Capcom 3: Fate of Two Worlds,Language
Marvel vs. Capcom 3: Fate of Two Worlds,Nudity
Marvel vs. Capcom 3: Fate of Two Worlds,Partial Nudity
Marvel vs. Capcom 3: Fate of Two Worlds,Sexual Themes
Marvel vs. Capcom 3: Fate of Two Worlds,Violence
Champions of Norrath,Blood
Champions of Norrath,Blood and Gore
Champions of Norrath,Violence
Freelancer,Violence
Guitar Hero 5,Lyrics
Guitar Hero 5,Suggestive Themes
Final Fantasy IV Advance,Fantasy Violence
Final Fantasy IV Advance,Language
Final Fantasy IV Advance,Suggestive Themes
Final Fantasy IV Advance,Violence
Super Stardust HD,Fantasy Violence
Super Stardust HD,Violence
Sine Mora,Language
Sine Mora,Sexual Themes
Sine Mora,Strong Language
Super Paper Mario,Comic Mischief
Super Paper Mario,Violence
Star Wars: Rogue Squadron,Violence
"Warhammer 40,000: Dawn of War II - Chaos Rising",Blood
"Warhammer 40,000: Dawn of War II - Chaos Rising",Blood and Gore
"Warhammer 40,000: Dawn of War II - Chaos Rising",Violence
Far Cry 2,Blood
Far Cry 2,Drug Reference
Far Cry 2,Intense Violence
Far Cry 2,Language
Far Cry 2,Sexual Themes
Far Cry 2,Strong Language
Far Cry 2,Violence
Professor Layton and the Curious Village,Mild Violence
Professor Layton and the Curious Village,Violence
The Walking Dead: Episode 3 - Long Road Ahead,Blood
The Walking Dead: Episode 3 - Long Road Ahead,Blood and Gore
The Walking Dead: Episode 3 - Long Road Ahead,Intense Violence
The Walking Dead: Episode 3 - Long Road Ahead,Language
The Walking Dead: Episode 3 - Long Road Ahead,Strong Language
The Walking Dead: Episode 3 - Long Road Ahead,Violence
Dead Rising,Blood
Dead Rising,Blood and Gore
Dead Rising,Intense Violence
Dead Rising,Language
Dead Rising,Nudity
Dead Rising,Partial Nudity
Dead Rising,Use of Alcohol
Dead Rising,Violence
Star Wars: Knights of the Old Republic II - The Sith Lords,Blood
Star Wars: Knights of the Old Republic II - The Sith Lords,Violence
Mario Kart 7,Comic Mischief
Prince of Persia: The Two Thrones,Blood
Prince of Persia: The Two Thrones,Blood and Gore
Prince of Persia: The Two Thrones,Intense Violence
Prince of Persia: The Two Thrones,Nudity
Prince of Persia: The Two Thrones,Violence
Darksiders II,Blood
Darksiders II,Blood and Gore
Darksiders II,Suggestive Themes
Darksiders II,Violence
Guitar Hero: Metallica,Lyrics
Guitar Hero: Metallica,Suggestive Themes
Fire Emblem: Path of Radiance,Fantasy Violence
Fire Emblem: Path of Radiance,Violence
Final Fantasy XI,Animated Blood
Final Fantasy XI,Blood
Final Fantasy XI,Violence
DDRMAX: Dance Dance Revolution,Lyrics
NHL 2001,Violence
The Elder Scrolls III: Bloodmoon,Blood
The Elder Scrolls III: Bloodmoon,Violence
Boom Blox,Comic Mischief
Boom Blox,Violence
Far Cry 2,Blood
Far Cry 2,Drug Reference
Far Cry 2,Intense Violence
Far Cry 2,Language
Far Cry 2,Sexual Themes
Far Cry 2,Strong Language
Far Cry 2,Violence
Castlevania: Lords of Shadow,Blood
Castlevania: Lords of Shadow,Blood and Gore
Castlevania: Lords of Shadow,Nudity
Castlevania: Lords of Shadow,Violence
Virtua Fighter 5,Suggestive Themes
Virtua Fighter 5,Violence
Ikaruga,Violence
Thief: Deadly Shadows,Blood
Thief: Deadly Shadows,Violence
Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,Blood
Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,Comic Mischief
Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,Drug Reference
Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,Language
Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,Suggestive Themes
Brothers: A Tale of Two Sons,Blood
Brothers: A Tale of Two Sons,Crude Humor
Brothers: A Tale of Two Sons,Violence
Metal Gear Solid: The Twin Snakes,Blood
Metal Gear Solid: The Twin Snakes,Blood and Gore
Metal Gear Solid: The Twin Snakes,Suggestive Themes
Metal Gear Solid: The Twin Snakes,Violence
EverQuest: Gates of Discord,Blood
EverQuest: Gates of Discord,Blood and Gore
EverQuest: Gates of Discord,Suggestive Themes
EverQuest: Gates of Discord,Violence
The Lord of the Rings: The Return of the King,Violence
The Sims,Comic Mischief
The Sims,Mild Violence
The Sims,Sexual Themes
The Sims,Violence
Fight Night 2004,Blood
Fight Night 2004,Lyrics
Fight Night 2004,Violence
Lego Star Wars II: The Original Trilogy,Crude Humor
Lego Star Wars II: The Original Trilogy,Violence
The Warriors,Blood
The Warriors,Intense Violence
The Warriors,Language
The Warriors,Sexual Themes
The Warriors,Strong Language
The Warriors,Suggestive Themes
The Warriors,Use of Drugs
The Warriors,Use of Alcohol
The Warriors,Violence
Red Faction: Guerrilla,Blood
Red Faction: Guerrilla,Language
Red Faction: Guerrilla,Strong Language
Red Faction: Guerrilla,Violence
Final Fantasy IV,Alcohol Reference
Final Fantasy IV,Fantasy Violence
Final Fantasy IV,Language
Final Fantasy IV,Suggestive Themes
Final Fantasy IV,Violence
Marvel vs. Capcom 2,Blood
Marvel vs. Capcom 2,Suggestive Themes
Marvel vs. Capcom 2,Violence
Mortal Kombat,Blood
Mortal Kombat,Blood and Gore
Mortal Kombat,Intense Violence
Mortal Kombat,Language
Mortal Kombat,Nudity
Mortal Kombat,Partial Nudity
Mortal Kombat,Strong Language
Mortal Kombat,Violence
F.E.A.R.,Blood
F.E.A.R.,Blood and Gore
F.E.A.R.,Intense Violence
F.E.A.R.,Language
F.E.A.R.,Strong Language
F.E.A.R.,Violence
Brothers in Arms: Earned in Blood,Blood
Brothers in Arms: Earned in Blood,Blood and Gore
Brothers in Arms: Earned in Blood,Intense Violence
Brothers in Arms: Earned in Blood,Language
Brothers in Arms: Earned in Blood,Strong Language
Brothers in Arms: Earned in Blood,Violence
Final Fantasy XI,Animated Blood
Final Fantasy XI,Blood
Final Fantasy XI,Violence
Trine 2,Animated Blood
Trine 2,Blood
Trine 2,Fantasy Violence
Trine 2,Violence
Need for Speed Underground,Language
Need for Speed Underground,Suggestive Themes
The Sims: Hot Date,Comic Mischief
The Sims: Hot Date,Mild Violence
The Sims: Hot Date,Sexual Themes
The Sims: Hot Date,Violence
American McGee's Alice,Blood
American McGee's Alice,Blood and Gore
American McGee's Alice,Violence
Turok: Dinosaur Hunter,Animated Blood
Turok: Dinosaur Hunter,Blood
Turok: Dinosaur Hunter,Blood and Gore
Turok: Dinosaur Hunter,Violence
Castlevania: Order of Ecclesia,Blood
Castlevania: Order of Ecclesia,Fantasy Violence
Castlevania: Order of Ecclesia,Violence
Batman: Arkham City - Armored Edition,Alcohol Reference
Batman: Arkham City - Armored Edition,Blood
Batman: Arkham City - Armored Edition,Language
Batman: Arkham City - Armored Edition,Suggestive Themes
Batman: Arkham City - Armored Edition,Use of Tobacco
Batman: Arkham City - Armored Edition,Violence
Prince of Persia,Alcohol Reference
Prince of Persia,Language
Prince of Persia,Suggestive Themes
Prince of Persia,Violence
Bionic Commando Rearmed,Blood
Bionic Commando Rearmed,Blood and Gore
Bionic Commando Rearmed,Language
Bionic Commando Rearmed,Violence
Sid Meier's Civilization Revolution,Suggestive Themes
Sid Meier's Civilization Revolution,Tobacco Reference
Sid Meier's Civilization Revolution,Violence
"Warhammer 40,000: Dawn of War - Winter Assault",Blood
"Warhammer 40,000: Dawn of War - Winter Assault",Violence
Silent Hill 3,Blood
Silent Hill 3,Blood and Gore
Silent Hill 3,Violence
DmC: Devil May Cry,Blood
DmC: Devil May Cry,Blood and Gore
DmC: Devil May Cry,Drug Reference
DmC: Devil May Cry,Fantasy Violence
DmC: Devil May Cry,Intense Violence
DmC: Devil May Cry,Language
DmC: Devil May Cry,Nudity
DmC: Devil May Cry,Sexual Content
DmC: Devil May Cry,Strong Language
DmC: Devil May Cry,Use of Tobacco
DmC: Devil May Cry,Violence
DmC: Devil May Cry,Blood
DmC: Devil May Cry,Blood and Gore
DmC: Devil May Cry,Drug Reference
DmC: Devil May Cry,Fantasy Violence
DmC: Devil May Cry,Intense Violence
DmC: Devil May Cry,Language
DmC: Devil May Cry,Nudity
DmC: Devil May Cry,Sexual Content
DmC: Devil May Cry,Strong Language
DmC: Devil May Cry,Use of Tobacco
DmC: Devil May Cry,Violence
Tony Hawk's Underground 2,Blood
Tony Hawk's Underground 2,Crude Humor
Tony Hawk's Underground 2,Language
Tony Hawk's Underground 2,Suggestive Themes
Tony Hawk's Underground 2,Use of Alcohol
Tony Hawk's Underground 2,Violence
Trine 2,Animated Blood
Trine 2,Blood
Trine 2,Fantasy Violence
Trine 2,Violence
inFamous,Blood
inFamous,Drug Reference
inFamous,Language
inFamous,Suggestive Themes
inFamous,Violence
Star Wars: The Old Republic,Blood
Star Wars: The Old Republic,Blood and Gore
Star Wars: The Old Republic,Language
Star Wars: The Old Republic,Sexual Themes
Star Wars: The Old Republic,Violence
Skate,Blood
Skate,Blood and Gore
Skate,Crude Humor
Skate,Language
Skate,Mild Violence
Skate,Tobacco Reference
Skate,Violence
Far Cry 2,Blood
Far Cry 2,Drug Reference
Far Cry 2,Intense Violence
Far Cry 2,Language
Far Cry 2,Sexual Themes
Far Cry 2,Strong Language
Far Cry 2,Violence
Ratchet & Clank: Size Matters,Animated Blood
Ratchet & Clank: Size Matters,Blood
Ratchet & Clank: Size Matters,Fantasy Violence
Ratchet & Clank: Size Matters,Violence
Fight Night 2004,Blood
Fight Night 2004,Lyrics
Fight Night 2004,Violence
Anarchy Online: Shadowlands,Blood
Anarchy Online: Shadowlands,Violence
Dark Age of Camelot: Shrouded Isles,Violence
Obsidian,Violence
Battlefield: Bad Company,Alcohol Reference
Battlefield: Bad Company,Language
Battlefield: Bad Company,Strong Language
Battlefield: Bad Company,Violence
Call of Duty: World at War,Blood
Call of Duty: World at War,Blood and Gore
Call of Duty: World at War,Intense Violence
Call of Duty: World at War,Language
Call of Duty: World at War,Strong Language
Call of Duty: World at War,Violence
The Walking Dead: Episode 2 - Starved for Help,Blood
The Walking Dead: Episode 2 - Starved for Help,Blood and Gore
The Walking Dead: Episode 2 - Starved for Help,Intense Violence
The Walking Dead: Episode 2 - Starved for Help,Language
The Walking Dead: Episode 2 - Starved for Help,Strong Language
The Walking Dead: Episode 2 - Starved for Help,Violence
Saints Row: The Third,Blood
Saints Row: The Third,Blood and Gore
Saints Row: The Third,Drug Reference
Saints Row: The Third,Intense Violence
Saints Row: The Third,Language
Saints Row: The Third,Nudity
Saints Row: The Third,Partial Nudity
Saints Row: The Third,Sexual Content
Saints Row: The Third,Strong Language
Saints Row: The Third,Violence
Bomberman Live,Comic Mischief
Bomberman Live,Tobacco Reference
Fallout: New Vegas,Animated Blood
Fallout: New Vegas,Blood
Fallout: New Vegas,Blood and Gore
Fallout: New Vegas,Intense Violence
Fallout: New Vegas,Language
Fallout: New Vegas,Sexual Content
Fallout: New Vegas,Strong Language
Fallout: New Vegas,Use of Drugs
Fallout: New Vegas,Violence
Disgaea: Hour of Darkness,Comic Mischief
Disgaea: Hour of Darkness,Language
Disgaea: Hour of Darkness,Mild Violence
Disgaea: Hour of Darkness,Violence
The Movies,Blood
The Movies,Blood and Gore
The Movies,Crude Humor
The Movies,Language
The Movies,Sexual Themes
The Movies,Use of Alcohol
The Movies,Violence
Crysis 2,Blood
Crysis 2,Language
Crysis 2,Nudity
Crysis 2,Partial Nudity
Crysis 2,Strong Language
Crysis 2,Violence
Mercenaries,Language
Mercenaries,Violence
Neverwinter Nights: Hordes of the Underdark,Blood
Neverwinter Nights: Hordes of the Underdark,Violence
Max Payne 2: The Fall of Max Payne,Blood
Max Payne 2: The Fall of Max Payne,Intense Violence
Max Payne 2: The Fall of Max Payne,Language
Max Payne 2: The Fall of Max Payne,Sexual Themes
Max Payne 2: The Fall of Max Payne,Strong Language
Max Payne 2: The Fall of Max Payne,Violence
Command & Conquer: Generals,Violence
Sid Meier's SimGolf,Comic Mischief
Sid Meier's SimGolf,Simulated Gambling
Quake III Revolution,Blood
