naslov,datum,metascore,stevilo_glasov_metascore,ocena_uporabnikov,stevilo_glasov_uporabnikov,oznaka,developer,stevilo_online_igralcev,stevilo_igralcev 
The Banner Saga,2016-01-12,79,21,7.6,117,T,Stoic,,
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,2008-10-27,79,18,6.6,10,E10+,Telltale Games,,
Trials Fusion,2014-04-15,79,51,7.1,296,E10+,RedLynx,,
LocoRoco,2017-05-09,79,31,7.0,35,E,Sony Interactive Entertainment,,
Ion Fury,2019-08-15,79,29,6.9,271,,"3D Realms, Voidpoint, LLC",,
Sam & Max Episode 102: Situation: Comedy,2006-12-20,79,36,7.5,18,T,Telltale Games,No Online Multiplayer,1 Player
Prototype 2,2012-04-24,79,39,6.8,206,M,Radical Entertainment,No Online Multiplayer,
Final Fantasy XIII-2,2012-01-31,79,50,6.4,297,T,Square Enix,No Online Multiplayer,
LEGO Harry Potter: Years 1-4,2010-06-29,79,58,8.0,78,E10+,Traveller's Tales,No Online Multiplayer,
Call of Duty: Warzone,2020-03-10,79,7,5.4,48,M,Infinity Ward,Up to 64 Players,
Spyro Reignited Trilogy,2019-09-03,79,30,8.3,106,E10+,Toys for Bob,No Online Multiplayer,
Blazing Chrome,2019-07-11,79,14,7.2,32,T,JoyMasher,2 Players,
Gato Roboto,2019-05-30,79,11,7.2,23,,Doinksoft,,
The Awesome Adventures of Captain Spirit,2018-06-25,79,11,7.3,118,,DONTNOD Entertainment,,
The Next Penelope,2017-12-21,79,8,7.7,12,E,Aurelien Regard,No Online Multiplayer,
Rumu,2017-12-12,79,8,6.4,5,,Robot House,,
Life is Strange: Before the Storm - Episode 1: Awake,2017-08-31,79,12,7.8,43,M,Deck Nine Games,,
Killing Floor 2,2017-08-29,79,9,6.8,9,M,Tripwire Interactive,,
NieR: Automata - 3C3C1D119440927,2017-05-02,79,10,7.3,67,M,PlatinumGames,,
Zen Pinball 2: Bethesda Pinball,2016-12-06,79,9,,,,Zen Studios,,
Fallout 4: Far Harbor,2016-05-19,79,15,6.7,249,M,Bethesda Game Studios,,
King's Quest Chapter 3: Once Upon a Climb,2016-04-26,79,10,7.1,29,E10+,The Odd Gentlemen,,
Goetia,2016-04-14,79,7,7.1,15,,Sushee,,
Dying Light: The Following,2016-02-09,79,33,8.3,164,M,Techland,,
Monster Tale,2011-03-16,79,15,8.0,23,E,DreamRift,,
Tropico 3: Absolute Power,2010-05-17,79,11,7.8,22,T,"Haemimont, Haemimont Games",,
Age of Zombies,2010-02-25,79,11,6.8,12,T,Halfbrick Studios,,
Bit.Trip Void,2009-11-23,79,19,7.9,7,E,Gaijin Games,,1-4 Players
NBA 09 The Inside,2008-10-07,79,9,7.4,7,E,SCEA San Diego Studios,,1-2 Players
Sam & Max Episode 106: Bright Side of the Moon,2007-04-26,79,26,6.9,15,T,Telltale Games,No Online Multiplayer,1 Player
Tiger Woods PGA Tour 07,2006-10-10,79,33,6.0,8,E,EA Redwood Shores,,1-4 Players
MTV Music Generator 3: This Is the Remix,2004-06-22,79,28,7.9,8,T,Mix Max,,1 Player
Activision Anthology,2003-12-09,79,13,6.0,4,E,Aspyr,,1-2 Players
Gladius,2003-10-28,79,31,8.6,23,T,LucasArts,,1-4 Players
Day of Defeat,2003-05-06,79,22,9.1,800,T,Valve Software,,1-32 Players
Tekken 4,2002-09-23,79,23,8.2,170,T,Namco,,1-2 Players
Twisted Metal: Black Online,2002-08-27,79,18,7.3,11,T,Incognito Inc.,,1-2 Players
Jumpgate: The Reconstruction Initiative,2001-09-23,79,8,,,E,NetDevil,,Massively Multiplayer
Aqua Aqua,2001-01-09,79,14,,,E,Zed Two Limited,,1-2 Players
Space Empires IV,2000-11-07,79,13,7.7,44,E,Malfador Machinations,Up to 20 Players,1-12 Players
Sega Marine Fishing,2000-08-20,79,18,8.8,6,E,Sega,,
Pro Evolution Soccer 2019,2018-08-28,79,56,6.4,321,E,Konami,Up to 22 Players,
Mirror's Edge,2008-11-11,79,82,7.6,365,T,EA DICE,,1 Player
Tom Clancy's The Division,2016-03-08,79,33,6.0,1460,M,Massive Entertainment,,
Resident Evil 4: Ultimate HD Edition,2014-02-27,79,33,8.3,486,M,"Capcom, QLOC",No Online Multiplayer,
Mario vs. Donkey Kong: Mini-Land Mayhem,2010-11-14,79,51,7.9,21,E,"Nintendo, Nintendo Software Technology",,
Sam & Max Episode 203: Night of the Raving Dead,2008-02-12,79,26,7.3,18,T,Telltale Games,No Online Multiplayer,1 Player
Metroid Prime Pinball,2005-10-24,79,51,7.9,35,E,Fuse Games Limited,,1-8 Players
Mega Man & Bass,2003-03-10,79,18,8.8,63,E,Capcom,,1 Player
Alien Hominid HD,2007-02-28,79,22,7.6,26,T,The Behemoth,,1-4 Players
F.E.A.R. 2: Project Origin,2009-02-10,79,48,7.9,113,M,Monolith Productions,16 Players Online,1 Player
Black,2006-02-28,79,62,8.4,261,M,Criterion Games,,1 Player
FlatOut: Ultimate Carnage,2008-08-26,79,16,7.7,156,T,Bugbear,8 Players Online,1 Player
Ghostbusters: The Video Game,2009-06-16,79,53,8.6,148,T,Terminal Reality,4 Players Online Up to 4 Players,1 Player
Naruto Shippuden: Ultimate Ninja Storm 4,2016-02-09,79,60,8.2,418,T,CyberConnect2,Up to 8 Players,
FIFA 20,2019-09-24,79,18,1.3,337,E,Electronic Arts,Up to 22 Players,
Just Dance 2014,2013-10-08,79,16,7.8,34,E10+,Ubisoft,,
Retro City Rampage,2012-10-09,79,14,7.8,58,T,Vblank Entertainment Inc.,,
Fire Pro Wrestling World,2018-08-28,79,19,7.6,34,T,"Spike Chunsoft, ZEX corporation",Up to 8 Players,
Spellbreak,2020-09-03,79,16,8.2,155,T,"Proletariat, Inc.",Online Multiplayer,
Call of Duty: Warzone,2020-03-10,79,15,4.5,560,M,Infinity Ward,Up to more than 64 Players,
King Arthur: The Role-Playing Wargame,2009-11-24,79,23,7.7,142,T,NeocoreGames,,
Toki Tori,2008-06-02,79,20,8.3,27,E,Two Tribes,,1 Player
Rock of Ages 2: Bigger & Boulder,2017-08-28,79,14,7.3,23,E10+,ACE Team,Up to 4 Players,
Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,2019-08-20,79,13,8.0,55,T,Konami,No Online Multiplayer,
Kelvin and the Infamous Machine,2016-07-21,79,13,7.4,15,,Blyts,,
Final Fantasy XIII-2,2012-01-31,79,53,6.9,782,T,Square Enix,No Online Multiplayer,
Auditorium HD,2010-11-23,79,7,7.5,8,E,Cipher Prime,,
OlliOlli,2014-01-21,79,55,7.8,56,E,Tom Hegarty,,
Guitar Hero III: Legends of Rock,2007-11-13,79,15,7.6,80,T,Aspyr,,1-2 Players
Sid Meier's Civilization: Beyond Earth - Rising Tide,2015-10-09,79,39,6.1,128,E10+,Firaxis Games,,
Smuggler's Run: Warzones,2002-08-07,79,23,6.9,11,T,Rockstar San Diego,,1-4 Players
Golden Sun: Dark Dawn,2010-11-29,79,63,8.2,103,E10+,Camelot Software Planning,,
Hasbro Family Game Night: Scrabble,2009-03-18,79,7,8.0,4,E,Electronic Arts,,
Memoria (2013),2013-08-29,79,43,8.1,149,,Daedalic Entertainment,No Online Multiplayer,
FRAMED Collection,2018-05-17,79,9,7.7,7,E,Loveshack Entertainment,No Online Multiplayer,
Joe Dever's Lone Wolf,2018-02-16,79,10,8.2,15,T,"Bulkypix, Forge Reply",,
The Last Door,2014-05-20,79,10,7.7,48,,The Game Kitchen,,
DeathSpank,2010-07-13,79,47,8.3,120,T,Hothead Games,,
MLB 09: The Show,2009-03-03,79,7,6.9,13,E,SCEA San Diego Studios,,
NHL 2K7,2006-11-13,79,24,6.6,5,E10+,Kush Games,,1-4 Players
Shadowgrounds Survivor,2007-11-14,79,21,7.4,69,M,"Frozenbyte, Inc.",No Online Multiplayer,
Prey,2006-07-11,79,80,7.4,138,M,Venom Games,,1-8 Players
Fight'N Rage,2019-09-26,79,9,8.3,12,T,sebagamesdev,Up to 3 Players,
Mega Man 11,2018-10-02,79,7,8.7,78,E10+,Capcom,No Online Multiplayer,
Shooty Fruity,2017-12-19,79,10,7.0,15,E10+,nDreams,,
The Inner World: The Last Wind Monk,2017-10-20,79,8,6.6,9,E10+,Fizbin,No Online Multiplayer,
Cat Quest,2017-08-08,79,10,7.7,44,E10+,The Gentlebros,No Online Multiplayer,
Teslagrad,2014-09-11,79,15,8.1,48,E,Rain Games,,
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,2009-07-27,79,13,8.5,11,E10+,Telltale Games,,1 Player
OutRun2,2004-10-25,79,51,8.7,18,E,Sumo Digital,,1-4 Players
Armed and Dangerous,2003-12-02,79,41,7.1,18,T,Planet Moon Studios,,1 Player
Gothic II,2003-10-28,79,20,9.0,1076,M,Piranha Bytes,,1 Player
Port Royale,2003-06-04,79,16,7.4,24,E,"Ascaron Entertainment GmbH, Ascaron Entertainment",,1-8 Players
Deadly Dozen: Pacific Theater,2002-10-31,79,8,7.0,8,T,Nfusion,,1-32 Players
Shattered Galaxy,2001-08-21,79,10,7.3,19,T,Nexon,,Massively Multiplayer
Namco Museum,2001-06-10,79,10,7.6,10,E,Mass Media,,
Close Combat: Invasion: Normandy,2000-10-10,79,17,7.6,30,E,Atomic Games,,1-2 Players
Battlefield 4,2013-10-29,79,21,5.7,560,M,EA DICE,Up to 24 Players,
ZEN Pinball 3D,2012-01-12,79,18,7.8,24,E10+,Zen Studios,,1 Player
King's Bounty: The Legend,2008-09-23,79,26,8.6,323,T,Katauri Interactive,,1 Player
Metal Slug Advance,2004-12-02,79,32,8.6,19,T,Noise Factory,,1 Player
Buffy the Vampire Slayer,2002-08-18,79,30,7.8,37,T,Double Helix Games,,1 Player
Bugsnax,2020-11-12,79,23,,,E10+,"Young Horses, Inc",,
Bleed 2,2018-03-08,79,8,8.1,15,T,BootdiskRevolution,No Online Multiplayer,
ECHO,2017-10-10,79,24,6.8,22,M,Ultra Ultra,No Online Multiplayer,
Hitman - Episode 2: Sapienza,2016-04-26,79,7,6.7,26,,Io Interactive,,
SMITE,2016-03-24,79,9,6.8,109,T,Hi-Rez Studios,,
Wolfenstein: The New Order,2014-05-20,79,18,7.8,485,M,MachineGames,No Online Multiplayer,
RAGE,2011-10-03,79,32,5.3,1730,M,id Software,Up to 4 Players,
Call of Duty: Black Ops - Escalation,2011-05-03,79,19,5.3,77,M,Treyarch,,
The Misadventures of P.B. Winterbottom,2010-04-20,79,12,7.8,58,E,The Odd Gentlemen,,
UEFA EURO 2008,2008-05-19,79,29,7.2,6,E,EA Canada,4 Players Online Up to 14 Players,1-6 Players
Heavenly Sword,2007-09-12,79,64,8.2,609,T,Ninja Theory,,1 Player
Dragon Age II,2011-03-08,79,75,4.6,2397,M,BioWare,No Online Multiplayer,
NCAA Football 13,2012-07-10,79,9,4.1,34,E,EA Tiburon,,
Tales of Vesperia,2008-08-26,79,67,8.9,279,T,Bandai Namco Games,,1 Player
Fat Princess,2009-07-30,79,53,8.3,210,T,Titan Studios,32 Players Online Up to 32 Players,1 Player
Tiger Woods PGA Tour 08,2007-08-28,79,30,6.6,8,E,EA Salt Lake,,1-4 Players
Uru: Ages Beyond Myst,2003-11-11,79,22,7.1,34,E,Cyan Worlds,,Massively Multiplayer
Resident Evil 3,2020-04-03,79,83,6.5,2299,M,"Capcom, M-Two",Up to 5 Players,
Pillars of Eternity: The White March - Part 2,2016-02-16,79,22,7.4,156,M,Obsidian Entertainment,No Online Multiplayer,
Greed Corp,2010-02-24,79,37,8.4,25,E,W!Games,,
WWE SmackDown vs. Raw 2009,2008-11-09,79,18,8.6,20,T,Yuke's,Up to 4 Players,1-4 Players
Little Inferno,2012-11-18,79,22,7.5,78,T,Tomorrow Corporation,,
Guild Wars: Eye of the North,2007-08-28,79,20,8.5,81,T,ArenaNet,,Massively Multiplayer
Outlast 2,2018-03-27,79,18,7.9,57,M,Red Barrels,No Online Multiplayer,
Summon Night: Swordcraft Story 2,2006-10-17,79,10,8.8,10,T,Flight-Plan,,1-2 Players
Driveclub Bikes,2015-10-27,79,29,7.4,122,E,Evolution Studios,Up to 12 Players,
Anomaly: Warzone Earth,2012-04-06,79,31,6.1,18,E10+,11 bit studios,,
DOOM,2017-11-10,79,66,8.6,466,M,"id Software, Panic Button",Up to 12 Players,
Semblance,2018-07-24,79,9,6.8,6,,Nyamakop,,
Batman: The Enemy Within - The Telltale Series,2017-08-08,79,9,7.0,93,M,Telltale Games,No Online Multiplayer,
Dead Space: Extraction,2011-01-25,79,9,6.8,61,M,Visceral Games,,
Project: Snowblind,2005-02-23,79,44,7.1,12,T,Crystal Dynamics,,1-16 Players
LEGO Harry Potter: Years 1-4,2010-06-29,79,13,8.1,40,E10+,Traveller's Tales,No Online Multiplayer,
LEGO Harry Potter: Years 1-4,2010-06-29,79,42,7.8,69,E10+,Traveller's Tales,No Online Multiplayer,
Star Wars: Squadrons,2020-10-02,79,47,5.8,220,T,Motive Studios,,
Trackmania Turbo,2016-03-24,79,13,7.1,56,E,Nadeo,,
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,2015-08-18,79,27,8.4,120,M,Telltale Games,No Online Multiplayer,
Pit People,2018-03-02,79,12,7.5,28,T,The Behemoth,,
Nioh: Defiant Honor,2017-07-25,79,8,6.8,38,M,Team Ninja,,
Enslaved: Odyssey to the West - Pigsy's Perfect 10,2010-11-23,79,8,7.0,24,T,Ninja Theory,,
Mini Ninjas,2009-09-08,79,9,8.3,16,E10+,Io Interactive,,
Carcassonne,2007-06-27,79,20,8.5,23,E,Sierra Online,,1-4 Players
Harvest Moon: A Wonderful Life,2004-03-16,79,28,8.5,159,E,Marvelous,,1 Player
Sphinx and the Cursed Mummy,2003-11-10,79,21,8.8,17,T,Eurocom Entertainment Software,,1 Player
EverQuest: Lost Dungeons of Norrath,2003-09-08,79,12,7.0,4,T,Sony Online Entertainment,,
Battlefield 1942: Secret Weapons of WWII,2003-09-04,79,18,7.8,43,T,Digital Illusions,,1-32 Players
Robot Alchemic Drive,2002-11-04,79,21,8.1,12,T,Sandlot,,1-2 Players
NHL 2003,2002-09-30,79,20,7.1,17,E,EA Sports,,1-4 Players
The Sims: Unleashed,2002-09-23,79,21,7.6,33,T,Maxis,,1 Player
NHL Hitz 20-02,2001-11-17,79,13,8.6,10,E,Midway,,1-4 Players
Worms World Party,2001-06-03,79,10,8.2,14,E,Team17,,
Resident Evil 3: Nemesis,2000-11-17,79,13,9.0,265,M,Capcom,,
RayStorm,1996-12-31,79,7,7.6,7,E,Taito Corporation,,1-2 Players
The King of Fighters XIV,2016-08-23,79,55,8.2,286,T,"SNK Playmore, SNK Corporation",Up to 12 Players,
Madden NFL 20,2019-07-30,79,22,1.9,115,E,"Electronic Arts, EA Tiburon",Up to 6 Players,
Tales of Berseria,2017-01-24,79,57,7.1,525,T,Bandai Namco Games,No Online Multiplayer,
Life is Strange 2: Episode 2 - Rules,2019-01-24,79,12,5.0,71,M,DONTNOD Entertainment,No Online Multiplayer,
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,2016-07-26,79,25,8.3,26,E10+,Spike Chunsoft,2 Players,
Halfbrick Echoes,2009-11-19,79,11,6.8,6,E,Halfbrick Studios,,
Race the Sun,2013-08-19,79,16,7.3,84,,Flippfly,No Online Multiplayer,1 Player
MotorStorm Arctic Edge,2009-09-29,79,58,8.7,57,T,Bigbig Studios,8 Players Online Up to 4 Players,1-8 Players
GRID,2019-10-11,79,14,5.1,27,E,Codemasters, Online Multiplayer,
Hitman - Episode 3: Marrakesh,2016-05-31,79,7,5.9,51,,Io Interactive,,
The Sims 3: Pets,2011-10-18,79,18,6.1,75,T,The Sims Studio,,
Pac-Man 256,2016-06-21,79,19,6.9,19,E,HIPSTER WHALE,,
Mafia: Definitive Edition,2020-09-24,79,44,7.9,538,M,Hangar 13, No Online Multiplayer,
MTX Mototrax,2004-03-02,79,39,,,E,Left Field Productions,,1-2 Players
Trials Rising,2019-02-26,79,55,6.6,63,T,RedLynx,Up to 8 Players,
Prototype,2009-06-10,79,35,7.8,703,M,Radical Entertainment,No Online Multiplayer,
Alienation,2016-04-26,79,63,7.8,211,M,Housemarque,Up to 4 Players,
Fury Unleashed,2020-05-08,79,8,6.8,14,,Awesome Games Studio,,
River City Girls,2019-09-05,79,12,6.9,66,E10+,WayForward,No Online Multiplayer,
Deru - The Art of Cooperation,2018-11-07,79,7,8.0,6,,Ink Kit,,
Steredenn: Binary Stars,2018-03-08,79,12,8.1,21,E,Plug In Digital,No Online Multiplayer,
Zwei: The Ilvard Insurrection,2017-10-31,79,8,7.3,7,,Falcom,,
Torment: Tides of Numenera,2017-02-28,79,12,6.7,40,M,InXile Entertainment,,
Hand of Fate,2015-02-17,79,15,7.4,54,T,Defiant Development,,
Outland,2014-09-29,79,9,7.2,59,E10+,"Housemarque, Knockout Games",,
Stick it to the Man!,2013-12-13,79,7,7.3,70,T,Zoink!,No Online Multiplayer,
Street Fighter X Tekken,2012-05-11,79,8,6.3,148,T,"Capcom, QLOC",,
Assault Heroes,2006-12-13,79,16,7.4,20,T,Wanako Studios,2 Players Online,1-2 Players
Guilty Gear X,2001-09-30,79,15,7.8,21,T,Arc System Works,,1-2 Players
Perfect Dark,2010-03-17,79,46,8.5,109,M,4J Studios,,
Frozen Cortex,2015-02-19,79,11,6.5,29,,Mode 7 Games,,
Burnout Paradise Remastered,2018-03-16,79,30,7.0,46,E10+,"Criterion Games, STELLAR ENTERTAINMENT SOFTWARE LTD",Up to 8 Players,
Tacoma,2017-08-02,79,20,6.4,53,T,"The Fullbright Company, Fullbright",,
Sphinx and the Cursed Mummy,2003-11-10,79,22,8.4,16,T,Eurocom Entertainment Software,,1 Player
Gears of War: Judgment,2013-03-19,79,81,5.6,900,M,Epic Games,,
Halo Wars 2,2017-02-17,79,79,6.2,545,T,Creative Assembly,Up to 6 Players,
Anarcute,2016-07-12,79,7,7.3,10,,Anarteam,,
Pool Nation,2012-10-31,79,12,7.6,18,E,Cherry Pop Games,,
Free Realms,2009-04-29,79,8,6.7,15,E10+,Sony Online Entertainment,,
Homeworld: Deserts of Kharak,2016-01-20,79,52,7.9,206,E10+,Blackbird Interactive,,
L.A. Noire,2017-11-14,79,47,8.1,218,M,"Team Bondi, Virtuos",,
Don't Starve,2013-04-23,79,33,8.3,1062,,Klei Entertainment,No Online Multiplayer,
Bleed 2,2018-02-06,79,9,6.9,8,T,BootdiskRevolution,No Online Multiplayer,
Hue,2016-08-30,79,8,7.6,37,,Fiddlesticks Games,,
Assault Android Cactus,2015-09-23,79,15,6.9,32,,Witch Beam,,
Chessmaster,2004-10-26,79,12,8.3,7,E,Ubisoft,,1-2 Players
All-Star Baseball 2003,2002-02-25,79,15,7.3,8,E,Acclaim,,1-4 Players
Trainz,2002-02-10,79,16,7.2,6,E,Auran,,1 Player
NHL Hitz 20-02,2001-11-14,79,20,7.8,11,E,Black Box,,1-4 Players
Super Dodge Ball Advance,2001-06-10,79,11,7.8,5,E,Atlus Co.,,
Super Smash Bros.,1999-04-26,79,11,8.7,436,E,HAL Labs,,1-4 Players
Observation,2019-05-21,79,29,7.3,152,M,No Code,No Online Multiplayer,
Atelier Escha & Logy: Alchemists of the Dusk Sky,2014-03-11,79,27,8.3,89,E10+,Gust,No Online Multiplayer,
Pro Evolution Soccer 2015,2014-11-11,79,9,6.7,70,E,Konami,Up to 22 Players,
The Lord of the Rings: The Two Towers,2002-12-30,79,17,8.2,19,T,Stormfront Studios,,1 Player
Tiger Woods PGA Tour 11,2010-06-08,79,51,7.8,19,E,EA Sports,Up to 4 Players,
River City Girls,2019-09-05,79,16,6.3,52,E10+,WayForward,No Online Multiplayer,
Paper Beast,2020-03-24,79,38,7.6,35,E10+,Pixel Reef,,
Twisted Metal: Head-On,2005-03-24,79,45,8.2,50,T,Incognito Inc.,,1-6 Players
Geometry Wars: Galaxies,2007-11-27,79,36,7.9,27,E,"Bizarre Creations, Kuju Entertainment",,1-2 Players
Arise: A Simple Story,2019-12-03,79,14,7.6,49,E,Piccolo,No Online Multiplayer,
Captain Toad: Treasure Tracker,2018-07-13,79,7,6.9,47,E,"Nintendo EAD Tokyo , Nintendo Software Technology",No Online Multiplayer,
Heat Signature,2017-09-21,79,7,7.2,27,,Tom Francis,,
Wonder Boy: The Dragon's Trap,2017-04-18,79,19,7.9,155,E10+,Lizardcube,No Online Multiplayer,
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,2009-08-31,79,10,7.7,6,E10+,Telltale Games,,1 Player
FIFA Soccer 08,2007-10-08,79,7,7.5,16,E,EA Canada,2 Players 2 Players Online,1-2 Players
Sonic Advance 3,2004-06-07,79,30,8.3,63,E,Dimps Corporation,,1-4 Players
Chivalry: Medieval Warfare,2012-10-16,79,24,7.7,947,,Torn Banner Studios,,
de Blob 2,2011-02-22,79,20,8.0,27,E10+,Blue Tongue Entertainment,,
Wolfenstein II: The New Colossus,2018-06-29,79,51,7.5,261,M,"Panic Button, MachineGames",No Online Multiplayer,
World of Final Fantasy Maxima,2018-11-06,79,13,8.5,41,E10+,Square Enix,2 Players,
FIFA 20,2019-09-24,79,62,1.2,3420,E,Electronic Arts,Up to 22 Players,
Wonder Boy: The Dragon's Trap,2017-04-18,79,41,7.8,54,E10+,Lizardcube,,
Overlord II,2009-06-23,79,32,8.1,194,T,Triumph Studios,No Online Multiplayer,
Victor Vran: Overkill Edition,2017-05-30,79,10,7.0,6,M,Haemimont Games,,
NHL 06,2005-09-06,79,35,7.9,19,E10+,EA Canada,8 Players Online,1-4 Players
OutRun Online Arcade,2009-04-15,79,36,8.3,20,E,Sumo Digital,6 Players Online,1 Player
Band Hero,2009-11-03,79,20,6.5,16,E10+,Vicarious Visions,,
GRID Autosport,2019-09-19,79,14,8.4,50,E,"Codemasters, Feral Interactive",No Online Multiplayer,
Hearthstone: Heroes of Warcraft - Journey to Un'Goro,2017-04-06,79,8,4.2,49,,Blizzard Entertainment,,
Frostpunk: The Last Autumn,2020-01-21,79,18,7.9,45,,11 bit studios,,
The Darkness II,2012-02-07,79,28,7.8,141,M,Digital Extremes,,1-4 Players
Scram Kitty and His Buddy on Rails,2014-05-15,79,25,7.7,40,E,Dakko Dakko,,
F.E.A.R. 2: Project Origin,2009-02-10,79,49,7.7,617,M,Monolith Productions,,
Lego Star Wars,2005-10-25,79,9,7.7,23,E,Traveller's Tales,,1-2 Players
MLB Power Pros 2008,2008-07-29,79,16,8.8,23,E,Konami,,
Major League Baseball 2K7,2007-02-26,79,31,7.1,35,E,Kush Games,2 Players 2 Players Online,1-2 Players
Agent A: A Puzzle In Disguise,2019-08-29,79,9,7.7,15,E10+,Yak & Co,No Online Multiplayer,
World to the West,2017-05-05,79,10,,,E10+,"Rain Games, Soedesco",,
Atelier Rorona Plus: The Alchemist of Arland,2014-07-22,79,12,7.9,54,T,Gust,No Online Multiplayer,
Space Channel 5 Special Edition,2003-11-18,79,16,8.4,16,T,UGA,,1-2 Players
Emergency Fire Response,2003-07-30,79,15,,,T,"Monte Cristo Multimedia, Monte Cristo",,1 Player
Downhill Domination,2003-07-23,79,40,8.5,40,T,Incognito Inc.,,1-4 Players
Lunar Legend,2002-12-08,79,20,7.8,9,E,Magic Rings,,1-2 Players
2002 FIFA World Cup,2002-04-22,79,17,7.8,5,E,Software Creations,,1-4 Players
Breath of Fire,2001-12-13,79,17,7.6,18,E,Capcom,,1-2 Players
Sky Odyssey,2000-11-15,79,18,8.4,9,E,CAProduction,,1 Player
Mario Party,1999-02-08,79,16,8.1,135,E,Hudson,,1-4 Players
N+,2008-08-26,79,21,7.8,20,E,"Metanet Software Inc., SilverBirch Studios",,1-2 Players
Spider-Man 3,2007-05-04,79,21,6.6,19,E10+,Vicarious Visions,No Online Multiplayer,1-2 Players
Untitled Goose Game,2019-09-20,79,17,6.3,112,E,House House,No Online Multiplayer,
Silent Hill: Shattered Memories,2009-12-08,79,56,7.9,267,M,"Climax Group, Climax Studios",No Online Multiplayer,
Marble Blast Ultra,2006-01-23,79,27,8.2,30,E,GarageGames,,1 Player
echochrome ii,2010-12-21,79,28,6.5,11,E,SCE Japan Studio,No Online Multiplayer,
The Metronomicon,2016-09-01,79,12,7.3,20,T,Puuba,,
Pro Evolution Soccer 2011,2010-10-19,79,43,6.0,36,E,Konami,Up to 8 Players,
Part Time UFO,2020-10-28,79,12,9.6,5,E10+,HAL Labs,No Online Multiplayer,
Rival Megagun,2018-11-29,79,7,,,E10+,Spacewave Software,2 Players,
The Book of Unwritten Tales 2,2015-09-18,79,7,7.5,11,T,KING Art,,
Tom Clancy's Rainbow Six Siege,2015-12-01,79,37,7.1,1478,M,Ubisoft Montreal,,
The Settlers 7: Paths to a Kingdom,2010-03-23,79,33,5.2,229,E10+,Blue Byte,,
RollerCoaster Tycoon 3: Soaked!,2005-06-23,79,23,4.6,93,E,Frontier Developments,,1 Player
BlazBlue: Cross Tag Battle,2018-06-05,79,17,7.7,50,T,Arc System Works,Up to 8 Players,
WRC 9 FIA World Rally Championship,2020-09-03,79,14,6.3,24,E,KT Racing,No Online Multiplayer,
Rune Factory Frontier,2009-03-17,79,34,8.5,47,E10+,Neverland,No Online Multiplayer,1 Player
Mantis Burn Racing,2016-10-12,79,9,7.1,17,E,VooFoo Studios,,
Mighty Switch Force!,2011-12-22,79,30,7.7,59,E10+,WayForward,,1 Player
EVERSPACE,2017-05-26,79,18,7.5,69,,ROCKFISH Games,No Online Multiplayer,
Dark Souls II: Crown of the Old Iron King,2014-08-26,79,15,7.6,110,,From Software,,
TrackMania 2 Valley,2013-07-04,79,7,7.7,48,,Nadeo,,
Skies of Fury DX,2018-04-12,79,12,7.3,25,E10+,Seed Interactive,No Online Multiplayer,
