naslov,zanr
Undertale,Japanese-Style
Batman: Arkham Asylum,Action Adventure
Batman: Arkham Asylum,Fantasy
Batman: Arkham Asylum,General
Batman: Arkham Asylum,Fantasy
Super Mario Sunshine,Action
Super Mario Sunshine,Platformer
Super Mario Sunshine,3D
SSX 3,Sports
SSX 3,Alternative
SSX 3,Snowboarding
SoulCalibur II,Action
SoulCalibur II,Fighting
SoulCalibur II,3D
Tony Hawk's Pro Skater,Sports
Tony Hawk's Pro Skater,Alternative
Tony Hawk's Pro Skater,Skateboarding
Thief: The Dark Project,Action Adventure
Thief: The Dark Project,Fantasy
Thief: The Dark Project,General
Thief: The Dark Project,Fantasy
Fire Emblem: Awakening,Strategy
Fire Emblem: Awakening,Turn-Based
Fire Emblem: Awakening,Fantasy
Fire Emblem: Awakening,Fantasy
Fire Emblem: Awakening,Tactics
Age of Empires II: The Age of Kings,Strategy
Age of Empires II: The Age of Kings,Real-Time
Age of Empires II: The Age of Kings,Historic
Age of Empires II: The Age of Kings,Historic
Age of Empires II: The Age of Kings,Command
Final Fantasy X,Role-Playing
Final Fantasy X,Console-style RPG
Prince of Persia: The Sands of Time,Action Adventure
Prince of Persia: The Sands of Time,Fantasy
The Walking Dead: A Telltale Games Series,Miscellaneous
The Walking Dead: A Telltale Games Series,Adventure
The Walking Dead: A Telltale Games Series,Compilation
The Walking Dead: A Telltale Games Series,Compilation
The Walking Dead: A Telltale Games Series,Point-and-Click
Unreal Tournament (1999),Action
Unreal Tournament (1999),Shooter
Unreal Tournament (1999),Shooter
Unreal Tournament (1999),First-Person
Unreal Tournament (1999),Sci-Fi
Unreal Tournament (1999),Sci-Fi
Unreal Tournament (1999),Arcade
Sid Meier's Alpha Centauri,Strategy
Sid Meier's Alpha Centauri,Turn-Based
Sid Meier's Alpha Centauri,Sci-Fi
Sid Meier's Alpha Centauri,Sci-Fi
Sid Meier's Alpha Centauri,4X
Wave Race 64,Driving
Wave Race 64,Racing
Wave Race 64,Snow / Water
Divinity: Original Sin II - Definitive Edition,Role-Playing
Divinity: Original Sin II - Definitive Edition,Western-Style
Galactic Civilizations II: Twilight of the Arnor,Strategy
Galactic Civilizations II: Twilight of the Arnor,Turn-Based
Galactic Civilizations II: Twilight of the Arnor,Sci-Fi
Galactic Civilizations II: Twilight of the Arnor,Sci-Fi
Galactic Civilizations II: Twilight of the Arnor,4X
Super Smash Bros. for Wii U,Action
Super Smash Bros. for Wii U,Fighting
Super Smash Bros. for Wii U,Fighting
Super Smash Bros. for Wii U,3D
Super Smash Bros. for Wii U,2D
Super Smash Bros. for Wii U,2D
Super Smash Bros. for Wii U,3D
Guitar Hero II,Miscellaneous
Guitar Hero II,Rhythm
Guitar Hero II,Music
Final Fantasy VII,Role-Playing
Final Fantasy VII,Console-style RPG
Rock Band,Action
Rock Band,Miscellaneous
Rock Band,Rhythm
Rock Band,Music
Rock Band,Music
Chrono Trigger,Role-Playing
Chrono Trigger,Console-style RPG
Chrono Trigger,Console-style RPG
Chrono Trigger,Japanese-Style
Bayonetta 2,Action Adventure
Bayonetta 2,Linear
Journey,Action
Journey,Adventure
Journey,General
Journey,Platformer
Journey,Platformer
Journey,3D
Journey,3D
Xenoblade Chronicles,Role-Playing
Xenoblade Chronicles,Action RPG
Xenoblade Chronicles,Console-style RPG
Xenoblade Chronicles,Action RPG
Conker's Bad Fur Day,Action
Conker's Bad Fur Day,Platformer
Conker's Bad Fur Day,3D
Medal of Honor,Action
Medal of Honor,Shooter
Medal of Honor,First-Person
Medal of Honor,Historic
PaRappa the Rapper,Miscellaneous
PaRappa the Rapper,Rhythm
PaRappa the Rapper,Music
Rock Band 2,Action
Rock Band 2,Miscellaneous
Rock Band 2,Rhythm
Rock Band 2,Music
Rock Band 2,Music
Mario Kart 8 Deluxe,Other
Mario Kart 8 Deluxe,Racing
Mario Kart 8 Deluxe,Arcade
Mario Kart 8 Deluxe,Automobile
The ICO & Shadow of the Colossus Collection,Miscellaneous
The ICO & Shadow of the Colossus Collection,Action Adventure
The ICO & Shadow of the Colossus Collection,Fantasy
The ICO & Shadow of the Colossus Collection,Compilation
The ICO & Shadow of the Colossus Collection,Compilation
Rayman Origins,Action
Rayman Origins,Action Adventure
Rayman Origins,Platformer
Rayman Origins,Fantasy
Rayman Origins,Platformer
Rayman Origins,2D
Rayman Origins,2D
Metroid Prime 2: Echoes,Action
Metroid Prime 2: Echoes,Shooter
Metroid Prime 2: Echoes,First-Person
Metroid Prime 2: Echoes,Sci-Fi
Out of the Park Baseball 17,Sports
Out of the Park Baseball 17,Baseball
Out of the Park Baseball 17,Sim
Out of the Park Baseball 17,Team
Metroid Fusion,Action Adventure
Metroid Fusion,Sci-Fi
The Witcher 3: Wild Hunt - Blood and Wine,Role-Playing
The Witcher 3: Wild Hunt - Blood and Wine,Action RPG
Final Fantasy VI Advance,Role-Playing
Final Fantasy VI Advance,Console-style RPG
Rayman Legends,Action
Rayman Legends,Platformer
Rayman Legends,Platformer
Rayman Legends,2D
Rayman Legends,2D
Tiger Woods PGA Tour 2003,Sports
Tiger Woods PGA Tour 2003,Traditional
Tiger Woods PGA Tour 2003,Individual
Tiger Woods PGA Tour 2003,Golf
Tiger Woods PGA Tour 2003,Sim
Tiger Woods PGA Tour 2003,Sim
Madden NFL 2005,Sports
Madden NFL 2005,Traditional
Madden NFL 2005,Football
Madden NFL 2005,Sim
Super Street Fighter IV,Action
Super Street Fighter IV,Fighting
Super Street Fighter IV,Fighting
Super Street Fighter IV,3D
Super Street Fighter IV,2D
Super Street Fighter IV,3D
Pac-Man Championship Edition DX,Adventure
Pac-Man Championship Edition DX,General
Pac-Man Championship Edition DX,Action
Pac-Man Championship Edition DX,General
Pac-Man Championship Edition DX,General
Pac-Man Championship Edition DX,Arcade
Rock Band 2,Action
Rock Band 2,Miscellaneous
Rock Band 2,Rhythm
Rock Band 2,Music
Rock Band 2,Music
Microsoft Flight Simulator,Simulation
Microsoft Flight Simulator,Flight
Microsoft Flight Simulator,Civilian
Dark Souls II,Action RPG
Dark Souls II,Role-Playing
Dark Souls II,Action RPG
Dishonored,Action Adventure
Dishonored,Modern
Dishonored,General
Dishonored,Modern
ESPN NFL Football,Sports
ESPN NFL Football,Traditional
ESPN NFL Football,Football
ESPN NFL Football,Sim
Medal of Honor: Allied Assault,Action
Medal of Honor: Allied Assault,Shooter
Medal of Honor: Allied Assault,Shooter
Medal of Honor: Allied Assault,First-Person
Medal of Honor: Allied Assault,Historic
Medal of Honor: Allied Assault,Historic
Medal of Honor: Allied Assault,Arcade
Myth: The Fallen Lords,Strategy
Myth: The Fallen Lords,Real-Time
Myth: The Fallen Lords,Fantasy
Myth: The Fallen Lords,General
Myth: The Fallen Lords,Fantasy
LittleBigPlanet 2,Action
LittleBigPlanet 2,Platformer
LittleBigPlanet 2,Platformer
LittleBigPlanet 2,3D
LittleBigPlanet 2,2D
LittleBigPlanet 2,3D
INSIDE,Action
INSIDE,Platformer
INSIDE,2D
Guitar Hero,Miscellaneous
Guitar Hero,Rhythm
Guitar Hero,Music
World of Warcraft: Wrath of the Lich King,Role-Playing
World of Warcraft: Wrath of the Lich King,Massively Multiplayer Online
World of Warcraft: Wrath of the Lich King,Massively Multiplayer
World of Warcraft: Wrath of the Lich King,Fantasy
World of Warcraft: Wrath of the Lich King,Fantasy
Rock Band 3,Action
Rock Band 3,Miscellaneous
Rock Band 3,Rhythm
Rock Band 3,Music
Rock Band 3,Music
Metroid Prime Trilogy,Action
Metroid Prime Trilogy,Miscellaneous
Metroid Prime Trilogy,Shooter
Metroid Prime Trilogy,Compilation
Metroid Prime Trilogy,Compilation
Metroid Prime Trilogy,First-Person
Metroid Prime Trilogy,Sci-Fi
Overwatch,General
Overwatch,Action
Overwatch,Shooter
Overwatch,First-Person
Overwatch,Tactical
F1 Challenge '99-'02,Driving
F1 Challenge '99-'02,Racing
F1 Challenge '99-'02,Simulation
F1 Challenge '99-'02,Formula One
F1 Challenge '99-'02,Formula One
F1 Challenge '99-'02,Automobile
Tony Hawk's Pro Skater 4,Sports
Tony Hawk's Pro Skater 4,Alternative
Tony Hawk's Pro Skater 4,Skateboarding
Madden NFL 2001,Sports
Madden NFL 2001,Traditional
Madden NFL 2001,Football
Madden NFL 2001,Sim
Baldur's Gate,Role-Playing
Baldur's Gate,PC-style RPG
Baldur's Gate,PC-style RPG
Baldur's Gate,Western-Style
Bayonetta 2,Action Adventure
Bayonetta 2,Fantasy
Bayonetta 2,Fantasy
Bayonetta 2,Linear
The Witcher 3: Wild Hunt,Action RPG
The Witcher 3: Wild Hunt,Role-Playing
The Witcher 3: Wild Hunt,Action RPG
Rock Band 3,Action
Rock Band 3,Miscellaneous
Rock Band 3,Rhythm
Rock Band 3,Music
Rock Band 3,Music
Klonoa 2: Lunatea's Veil,Action
Klonoa 2: Lunatea's Veil,Platformer
Klonoa 2: Lunatea's Veil,3D
IL-2 Sturmovik,Simulation
IL-2 Sturmovik,Flight
IL-2 Sturmovik,WWII
IL-2 Sturmovik,WWII
IL-2 Sturmovik,Combat
Mario Tennis,Sports
Mario Tennis,Traditional
Mario Tennis,Tennis
FreeSpace 2,Simulation
FreeSpace 2,Sci-Fi
FreeSpace 2,Space
FreeSpace 2,Small Spaceship
FreeSpace 2,Small Spaceship
FreeSpace 2,Combat
Colony Wars,Simulation
Colony Wars,Sci-Fi
Colony Wars,Small Spaceship
Metal Gear Solid V: The Phantom Pain,Action Adventure
Metal Gear Solid V: The Phantom Pain,Modern
Metal Gear Solid V: The Phantom Pain,Open-World
Ratchet & Clank: Up Your Arsenal,Action
Ratchet & Clank: Up Your Arsenal,Platformer
Ratchet & Clank: Up Your Arsenal,3D
Resident Evil,Action Adventure
Resident Evil,Horror
FIFA Soccer 10,Sports
FIFA Soccer 10,Traditional
FIFA Soccer 10,Team
FIFA Soccer 10,Soccer
FIFA Soccer 10,Sim
FIFA Soccer 10,Sim
Assassin's Creed II,Action Adventure
Assassin's Creed II,Historic
Assassin's Creed II,Historic
Assassin's Creed II,Open-World
Metal Gear Solid 3: Snake Eater,Action Adventure
Metal Gear Solid 3: Snake Eater,Modern
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Role-Playing
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Japanese-Style
Twisted Metal: Black,Driving
Twisted Metal: Black,Car Combat
Spyro: Year of the Dragon,Action
Spyro: Year of the Dragon,Platformer
Spyro: Year of the Dragon,3D
Tomb Raider,Action Adventure
Tomb Raider,Modern
Overwatch,Action
Overwatch,Shooter
Overwatch,First-Person
Overwatch,Tactical
Sekiro: Shadows Die Twice,Action Adventure
Sekiro: Shadows Die Twice,General
Resident Evil 4: Wii Edition,Action Adventure
Resident Evil 4: Wii Edition,Horror
Resident Evil 4: Wii Edition,Horror
Resident Evil 4: Wii Edition,Survival
Shadow of the Colossus,Action Adventure
Shadow of the Colossus,Fantasy
Forza Horizon 3,Racing
Forza Horizon 3,Simulation
Forza Horizon 3,Automobile
Peggle,Miscellaneous
Peggle,Puzzle
Peggle,Action
Peggle,Puzzle
Peggle,Puzzle
Peggle,Action
The Legend of Zelda: Ocarina of Time / Master Quest,Action Adventure
The Legend of Zelda: Ocarina of Time / Master Quest,Fantasy
Borderlands 2,Action
Borderlands 2,Shooter
Borderlands 2,Shooter
Borderlands 2,First-Person
Borderlands 2,Sci-Fi
Borderlands 2,Sci-Fi
Borderlands 2,Arcade
Sonic Mania Plus,Action
Sonic Mania Plus,Platformer
Sonic Mania Plus,2D
Tom Clancy's Splinter Cell,Action Adventure
Tom Clancy's Splinter Cell,Modern
Tom Clancy's Splinter Cell,General
Tom Clancy's Splinter Cell,Modern
Dead Cells,Action
Dead Cells,Platformer
Dead Cells,2D
Kentucky Route Zero - Act III,Adventure
Kentucky Route Zero - Act III,General
NCAA Football 2003,Sports
NCAA Football 2003,Traditional
NCAA Football 2003,Football
NCAA Football 2003,Sim
Crysis,Action
Crysis,Shooter
Crysis,Shooter
Crysis,First-Person
Crysis,Sci-Fi
Crysis,Sci-Fi
Crysis,Arcade
Ninja Gaiden,Action Adventure
Ninja Gaiden,Fantasy
God of War: Chains of Olympus,Action Adventure
God of War: Chains of Olympus,Fantasy
God of War: Chains of Olympus,Fantasy
God of War: Chains of Olympus,Linear
Final Fantasy XIV: Shadowbringers,Role-Playing
Final Fantasy XIV: Shadowbringers,Massively Multiplayer
DOA2: Hardcore,Action
DOA2: Hardcore,Fighting
DOA2: Hardcore,3D
World of Warcraft: The Burning Crusade,Role-Playing
World of Warcraft: The Burning Crusade,Massively Multiplayer Online
World of Warcraft: The Burning Crusade,Massively Multiplayer
World of Warcraft: The Burning Crusade,Fantasy
World of Warcraft: The Burning Crusade,Fantasy
MLB 10: The Show,Sports
MLB 10: The Show,Traditional
MLB 10: The Show,Team
MLB 10: The Show,Baseball
MLB 10: The Show,Sim
MLB 10: The Show,Sim
Shadow of the Colossus,Action Adventure
Shadow of the Colossus,General
Yoshi's Island: Super Mario Advance 3,Action
Yoshi's Island: Super Mario Advance 3,Platformer
Yoshi's Island: Super Mario Advance 3,2D
The Witcher 3: Wild Hunt - Blood and Wine,Role-Playing
The Witcher 3: Wild Hunt - Blood and Wine,Action RPG
Tiger Woods PGA Tour 2005,Sports
Tiger Woods PGA Tour 2005,Traditional
Tiger Woods PGA Tour 2005,Individual
Tiger Woods PGA Tour 2005,Golf
Tiger Woods PGA Tour 2005,Sim
Tiger Woods PGA Tour 2005,Sim
ESPN NFL Football,Sports
ESPN NFL Football,Traditional
ESPN NFL Football,Football
ESPN NFL Football,Sim
NCAA Football 2003,Sports
NCAA Football 2003,Traditional
NCAA Football 2003,Football
NCAA Football 2003,Sim
The Longest Journey,Adventure
The Longest Journey,Third-Person
The Longest Journey,Point-and-Click
The Longest Journey,Fantasy
The Longest Journey,Fantasy
Tony Hawk's Pro Skater 2,Sports
Tony Hawk's Pro Skater 2,Alternative
Tony Hawk's Pro Skater 2,Individual
Tony Hawk's Pro Skater 2,Skateboarding
Tony Hawk's Pro Skater 2,Skateboarding
Tony Hawk's Pro Skater 2,Skate / Skateboard
Star Wars Jedi Knight: Dark Forces II,Action
Star Wars Jedi Knight: Dark Forces II,Shooter
Star Wars Jedi Knight: Dark Forces II,Shooter
Star Wars Jedi Knight: Dark Forces II,First-Person
Star Wars Jedi Knight: Dark Forces II,Sci-Fi
Star Wars Jedi Knight: Dark Forces II,Arcade
Batman: Arkham Asylum,Action Adventure
Batman: Arkham Asylum,Fantasy
Batman: Arkham Asylum,General
Batman: Arkham Asylum,Fantasy
Halo: Reach,Action
Halo: Reach,Shooter
Halo: Reach,Shooter
Halo: Reach,First-Person
Halo: Reach,Sci-Fi
Halo: Reach,Sci-Fi
Halo: Reach,Arcade
Galactic Civilizations II: Dark Avatar,Strategy
Galactic Civilizations II: Dark Avatar,Turn-Based
Galactic Civilizations II: Dark Avatar,Sci-Fi
Galactic Civilizations II: Dark Avatar,Sci-Fi
Galactic Civilizations II: Dark Avatar,4X
Mass Effect,Role-Playing
Mass Effect,Action RPG
Mass Effect,Console-style RPG
Mass Effect,Japanese-Style
Mass Effect,Western-Style
The Operative: No One Lives Forever,Action
The Operative: No One Lives Forever,Shooter
The Operative: No One Lives Forever,Shooter
The Operative: No One Lives Forever,First-Person
The Operative: No One Lives Forever,Modern
The Operative: No One Lives Forever,Modern
The Operative: No One Lives Forever,Arcade
Crusader Kings III,Strategy
Crusader Kings III,Real-Time
Crusader Kings III,General
Forza Motorsport 4,Driving
Forza Motorsport 4,Racing
Forza Motorsport 4,Simulation
Forza Motorsport 4,GT / Street
Forza Motorsport 4,GT / Street
Forza Motorsport 4,Automobile
Resident Evil,Action Adventure
Resident Evil,Horror
Battlefield 2,Action
Battlefield 2,Shooter
Battlefield 2,Shooter
Battlefield 2,First-Person
Battlefield 2,Tactical
Battlefield 2,Modern
Battlefield 2,Modern
God of War Collection,Miscellaneous
God of War Collection,Action Adventure
God of War Collection,Fantasy
God of War Collection,Compilation
God of War Collection,Compilation
Celeste,Action
Celeste,Platformer
Celeste,2D
Madden NFL 2005,Sports
Madden NFL 2005,Traditional
Madden NFL 2005,Football
Madden NFL 2005,Sim
Tony Hawk's Pro Skater 3,Sports
Tony Hawk's Pro Skater 3,Alternative
Tony Hawk's Pro Skater 3,Skateboarding
Street Fighter IV,Action
Street Fighter IV,Fighting
Street Fighter IV,Fighting
Street Fighter IV,3D
Street Fighter IV,2D
Street Fighter IV,3D
Fallout 3,Role-Playing
Fallout 3,First-Person
Fallout 3,First-Person
Fallout 3,Western-Style
Batman: Arkham City,Action Adventure
Batman: Arkham City,Fantasy
Batman: Arkham City,Fantasy
Batman: Arkham City,Open-World
Fez,Action
Fez,Platformer
Fez,Platformer
Fez,2D
Fez,2D
Planescape: Torment,Role-Playing
Planescape: Torment,General
Planescape: Torment,PC-style RPG
Planescape: Torment,Western-Style
Gears of War 3,Action
Gears of War 3,Shooter
Gears of War 3,Shooter
Gears of War 3,Third-Person
Gears of War 3,Sci-Fi
Gears of War 3,Sci-Fi
Gears of War 3,Arcade
Killzone 2,Action
Killzone 2,Shooter
Killzone 2,Shooter
Killzone 2,First-Person
Killzone 2,Sci-Fi
Killzone 2,Sci-Fi
Killzone 2,Arcade
Neverwinter Nights,Role-Playing
Neverwinter Nights,PC-style RPG
Neverwinter Nights,PC-style RPG
Neverwinter Nights,Western-Style
Batman: Arkham Asylum,Action Adventure
Batman: Arkham Asylum,Fantasy
Batman: Arkham Asylum,General
Batman: Arkham Asylum,Fantasy
Castlevania: Aria of Sorrow,Action
Castlevania: Aria of Sorrow,Platformer
Castlevania: Aria of Sorrow,2D
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,Action
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,Shooter
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,Shooter
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,First-Person
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,Modern
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,Modern
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,Arcade
